cve,title,severity,published,cve_link
CVE-2024-5576,Tutor LMS Elementor Addons <= 2.1.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Course Carousel Widget,Medium,2024-08-19 16:30:11,https://www.cve.org/CVERecord?id=CVE-2024-5576
CVE-2025-48295,Easy Elementor Addons <= 2.2.5 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-07-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-48295
CVE-2025-49261,Diza <= 1.3.8 - Unauthenticated Local File Inclusion,Critical,2025-06-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-49261
CVE-2024-51571,MasterBip para Elementor <= 1.6.3 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-10-31 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-51571
CVE-2023-0495,HT Slider For Elementor <= 1.3.9 - Cross-Site Request Forgery to Arbitrary Plugin Activation,Medium,2023-02-28 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0495
CVE-2024-11367,Smoove connector for Elementor forms <= 4.1.0 - Reflected Cross-Site Scripting,Medium,2024-12-06 21:19:44,https://www.cve.org/CVERecord?id=CVE-2024-11367
CVE-2024-4262,Piotnet Addons For Elementor <= 2.4.28 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widget Attributes,Medium,2024-05-21 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4262
CVE-2023-49755,Elementor Timeline Widget <= 2.2 - Missing Authorization to Notice Dismissal,Medium,2023-12-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-49755
CVE-2023-6325,"RomethemeForm For Elementor <= 1.1.5 - Missing Authorization via export_entries, rtformnewform, and rtformupdate",Medium,2024-05-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-6325
CVE-2024-1537,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.9.9 - Authenticated (Contributor+) Stored Cross-Site Scripting via Data Table",Medium,2024-03-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1537
CVE-2023-0688,Metform Elementor Contact Form Builder <= 3.3.1 - Authenticated (Subscriber+) Information Disclosure via mf_thankyou shortcode,Medium,2023-06-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0688
CVE-2024-32785,"The Pack Elementor addons (Header Footer & WooCommerce Builder,  Template Library) <= 2.0.8.3 - Reflected Cross-Site Scripting",Medium,2024-04-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32785
CVE-2024-1237,Elementor Header & Footer Builder <= 1.6.24 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-03-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1237
CVE-2024-3724,"Happy Addons for Elementor <= 3.10.5 - Authenticated (Contributor+) Stored Cross-Site Scripting via Image Stack Group, Photo Stack, & Horizontal Timeline",Medium,2024-04-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3724
CVE-2024-56254,Move Addons for Elementor <= 1.3.6 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-12-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-56254
CVE-2024-2238,Premium Addons PRO <= 2.9.12 - Authenticated (Contributor+) Stored Cross-Site Scripting via Custom Mouse Cursor Module,Medium,2024-03-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2238
CVE-2025-32281,WPKit For Elementor <= 1.1.0 - Missing Authorization to Unauthenticated Arbitrary Options Update,Critical,2025-06-23 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-32281
CVE-2024-51591,Slicko <= 1.2.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-10-31 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-51591
CVE-2024-49310,Themesflat Addons For Elementor <= 2.2.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-10-15 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-49310
CVE-2024-5818,Royal Elementor Addons and Templates <= 1.3.980 - Authenticated (Contributor+) DOM-Based Stored Cross-Site Scripting via Magazine Grid/Slider Widget,Medium,2024-07-23 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-5818
CVE-2024-54278,News Ticker for Elementor <= 2.1.3 - Missing Authorization,Medium,2024-12-11 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-54278
,"Contact Form Entries – Contact Form 7, WPforms and more <= 1.2.0 - Reflected Cross-Site Scripting",Medium,2021-08-24 00:00:00,
CVE-2025-2330,All-in-One Addons for Elementor – WidgetKit <= 2.5.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via button+modal Widget,Medium,2025-07-01 20:38:15,https://www.cve.org/CVERecord?id=CVE-2025-2330
CVE-2024-3889,Royal Elementor Addons and Templates <= 1.3.971 - Authenticated (Contributor+) Stored Cross-Site Scripting via  Advanced Accordion Title Tags,Medium,2024-04-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3889
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
,Appsero <= 1.2.1 - Missing Authorization,Medium,2022-12-16 00:00:00,
CVE-2024-5611,Stratum – Elementor Widgets <= 1.4.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via Countdown Widget,Medium,2024-06-14 21:36:24,https://www.cve.org/CVERecord?id=CVE-2024-5611
CVE-2024-12620,AnimateGL Animations for WordPress – Elementor & Gutenberg Blocks Animations <= 1.4.23 - Missing Authorization to Unauthenticated Settings Update,Medium,2025-01-31 14:42:26,https://www.cve.org/CVERecord?id=CVE-2024-12620
CVE-2024-56241,WPKoi Templates for Elementor <= 3.1.3 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-12-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-56241
CVE-2024-43150,Xpro Elementor Addons <= 1.4.4.2 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-08-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-43150
CVE-2025-6244,Essential Addons for Elementor – Popular Elementor Templates and Widgets <= 6.1.19 - Authenticated (Contributor+) Stored Cross-Site Scripting via `Calendar` And `Business Reviews` Widgets,Medium,2025-07-07 13:19:56,https://www.cve.org/CVERecord?id=CVE-2025-6244
CVE-2025-48132,X Addons for Elementor <= 1.0.14 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-05-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-48132
CVE-2022-3794,Jeg Elementor Kit <= 2.5.6 - Authorization Bypass,Medium,2022-11-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-3794
CVE-2024-32682,Prime Slider – Addons For Elementor <= 3.13.2 - Missing Authorization to Notice Dismissal,Medium,2024-04-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32682
CVE-2024-9994,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 6.1.12 - Authenticated(Contributor+) Stored Cross-Site Scripting via Pricing Table Widget",Medium,2025-06-06 21:37:15,https://www.cve.org/CVERecord?id=CVE-2024-9994
CVE-2024-37951,Magical Posts Display – Elementor & Gutenberg Posts Blocks <= 1.2.38 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-07-10 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-37951
CVE-2024-51580,Clever Addons for Elementor <= 2.2.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-10-31 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-51580
CVE-2024-7247,"Element Pack Elementor Addons (Header Footer, Template Library, Dynamic Grid & Carousel, Remote Arrows) <= 5.7.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via Custom Gallery and Countdown Widgets",Medium,2024-08-12 16:29:27,https://www.cve.org/CVERecord?id=CVE-2024-7247
CVE-2023-7067,ShopLentor <= 2.8.1 - Improper Authorization via woolentor_template_store,Medium,2024-04-18 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-7067
CVE-2024-1500,Royal Elementor Addons and Templates <= 1.3.91 - Authenticated (Contributor+) Stored Cross-Site Scripting via Logo Widget,Medium,2024-03-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1500
CVE-2024-2121,Elementor Website Builder Pro <= 3.20.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-03-26 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2121
CVE-2024-5455,"The Plus Addons for Elementor – Elementor Addons, Page Templates, Widgets, Mega Menu, WooCommerce <= 5.5.6 - Authenticated (Contributor+) Local File Inclusion",High,2024-06-20 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-5455
CVE-2023-3709,Royal Elementor Addons <=1.3.70 - Unauthenticated MailChimp API Key Disclosure,Medium,2023-07-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-3709
CVE-2024-5215,HT Mega – Absolute Addons For Elementor <= 2.5.5 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widgets,Medium,2024-06-25 18:16:09,https://www.cve.org/CVERecord?id=CVE-2024-5215
CVE-2024-3997,"Prime Slider – Addons For Elementor (Revolution of a slider, Hero Slider, Ecommerce Slider) <= 3.14.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via Pagepiling Widget",Medium,2024-05-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3997
CVE-2024-0954,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.9.7 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2024-02-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0954
CVE-2020-20406,Elementor Website Builder <= 2.9.2 - Stored Cross-Site Scripting,Medium,2020-02-26 00:00:00,https://www.cve.org/CVERecord?id=CVE-2020-20406
CVE-2024-47329,ElementsReady Addons for Elementor <= 6.4.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-09-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-47329
CVE-2024-50424,Templately <= 3.1.5 - Missing Authorization via AJAX actions,Medium,2024-10-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-50424
CVE-2024-24844,PowerPack Pro for Elementor <= 2.10.6 - Missing Authorization to Settings Reset,High,2024-02-02 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-24844
CVE-2022-0683,Essential Addons for Elementor Lite <= 5.0.8 - Reflected Cross-Site Scripting,Medium,2022-02-18 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-0683
CVE-2024-10867,"Borderless – Widgets, Elements, Templates and Toolkit for Elementor & Gutenberg <= 1.6.2 - Authenticated (Author+) Stored Cross-Site Scripting via SVG Upload",Medium,2025-01-30 15:36:38,https://www.cve.org/CVERecord?id=CVE-2024-10867
CVE-2024-35660,Master Addons for Elementor <= 2.0.5.4.1 - Missing Authorization via get_jltma_save_menuitem_settings(),Medium,2024-06-03 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-35660
CVE-2024-2139,Master Addons for Elementor <= 2.0.5.6 - Authenticated (Contributor+) Stored Cross-Site Scripting via Pricing Table Widget,Medium,2024-03-26 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2139
CVE-2023-48761,Multiple Plugins by Crocoblock <= (Various Versions) - Missing Authorization,Medium,2023-11-28 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-48761
CVE-2023-48761,Multiple Plugins by Crocoblock <= (Various Versions) - Missing Authorization,Medium,2023-11-28 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-48761
CVE-2023-4723,Elementor Addon Elements <= 1.12.7 - Missing Authorization to Sensitive Information Exposure,Medium,2023-11-15 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-4723
CVE-2024-51893,Postify: Post Layout For Elementor <= 1.0.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-11-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-51893
CVE-2023-0710,Metform Elementor Contact Form Builder <= 3.3.0 - Authenticated (Contributor+) Stored Cross-Site Scripting via mf_thankyou shortcode,Medium,2023-06-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0710
CVE-2025-39451,JetBlocks For Elementor <= 1.3.16 - Missing Authorization,Medium,2025-04-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-39451
CVE-2024-13445,Elementor Website Builder – More Than Just a Page Builder <= 3.27.4 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-02-19 15:50:22,https://www.cve.org/CVERecord?id=CVE-2024-13445
CVE-2024-3063,WPB Elementor Addons <= 1.0.9 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-05-29 15:16:26,https://www.cve.org/CVERecord?id=CVE-2024-3063
CVE-2019-15839,Sina Extension for Elementor < 2.2.1 - Local File Inclusion,Critical,2019-06-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2019-15839
CVE-2024-10352,Magical Addons For Elementor <= 1.2.4 - Authenticated (Contributor+) Sensitive Information Exposure via Elementor Template,Medium,2024-11-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-10352
CVE-2024-1397,HT Mega <= 2.4.6 - Authenticated (Contributor+) Stored Cross-Site Scripting via titleTag,Medium,2024-03-12 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-1397
CVE-2024-10693,SKT Addons for Elementor <= 3.3 - Authenticated (Contributor+) Post Disclosure,Medium,2024-11-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-10693
CVE-2023-0496,HT Event <= 1.4.5 - Cross-Site Request Forgery leading to Arbitrary Plugin Activation,Medium,2023-02-28 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0496
CVE-2025-26761,Easy Elementor Addons <= 2.1.5 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-02-14 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-26761
CVE-2024-54211,Borderless <= 1.5.8 - Authenticated (Editor+) Stored Cross-Site Scripting,Medium,2024-12-02 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-54211
CVE-2024-4668,Gum Elementor Addon <= 1.3.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Price Table and Post Slider Widgets,Medium,2024-05-29 21:25:23,https://www.cve.org/CVERecord?id=CVE-2024-4668
CVE-2024-22150,"Post Grid, Image Gallery & Portfolio for Elementor | PowerFolio <= 3.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via shortcode",Medium,2024-01-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-22150
CVE-2025-22312,Thim Elementor Kit <= 1.2.9 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-01-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-22312
CVE-2024-6282,"Master Addons – Free Widgets, Hover Effects, Toggle, Conditions, Animations for Elementor <= 2.0.6.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via data-jltma-wrapper-link Element",Medium,2024-09-09 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-6282
CVE-2023-25976,"Integration for Contact Form 7 and Zoho CRM, Bigin <= 1.2.2 - Cross-Site Request Forgery via settings_page function",Medium,2023-02-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-25976
CVE-2024-12532,BWD Elementor Addons <= 4.3.18 - Authenticated (Contributor+) Sensitive Information Exposure via Elementor Templates,Medium,2025-01-06 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-12532
CVE-2023-41955,Essential Addons for Elementor <= 5.8.8 - Authenticated (Contributor+) Privilege Escalation,High,2023-09-14 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-41955
CVE-2024-33933,"Elementor – Header, Footer & Blocks Template <= 1.6.35 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2024-07-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-33933
CVE-2025-1295,Templines Elementor Helper Core <= 2.7 - Authenticated (Subscriber+) Privilege Escalation,High,2025-02-26 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-1295
CVE-2024-29107,Elementor Addon Elements <= 1.12.10 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-03-15 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-29107
CVE-2024-4367,PDF.js < 4.2.67 - Arbitrary JavaScript Execution,Medium,2024-05-20 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4367
CVE-2024-4367,PDF.js < 4.2.67 - Arbitrary JavaScript Execution,Medium,2024-05-20 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4367
CVE-2024-2006,"Post Grid, Slider & Carousel Ultimate – with Shortcode, Gutenberg Block & Elementor Widget <= 1.6.7 - Authenticated (Contributor+) PHP Object Injection in outpost_shortcode_metabox_markup",High,2024-03-05 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2006
CVE-2025-31889,Extensions for Elementor <= 2.0.40 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-04-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-31889
CVE-2025-50009,Kata Plus <= 1.5.3 - Missing Authorization,Medium,2025-06-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-50009
CVE-2024-5612,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.8.15 - Authenticated (Contributor+) Stored Cross-Site Scripting via Lightbox and Modal Widget",Medium,2024-06-06 16:18:55,https://www.cve.org/CVERecord?id=CVE-2024-5612
CVE-2023-0086,JetWidgets for Elementor <= 1.0.12 - Cross-Site Request Forgery to Settings Update,Medium,2023-01-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0086
CVE-2024-12110,Gold Addons for Elementor <= 1.3.2 - Missing Authorization to Authenticated (Subscriber+) License Activation/Deactivation,Medium,2024-12-05 19:43:57,https://www.cve.org/CVERecord?id=CVE-2024-12110
CVE-2023-23683,White Label Branding for Elementor Page Builder <= 1.0.2 - Authenticated (Administrator+) Stored Cross-Site Scripting via plugin settings,Medium,2023-04-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-23683
CVE-2024-2084,HT Mega – Absolute Addons For Elementor <= 2.4.6 - Authenticated (Contributor+) Stored Cross-Site Scripting via Lightbox Widget,Medium,2024-04-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-2084
CVE-2024-33595,Master Addons for Elementor <= 2.0.5.4.1 - Missing Authorization on Duplicate Post,Medium,2024-04-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-33595
CVE-2024-4266,"MetForm – Contact Form, Survey, Quiz, & Custom Form Builder for Elementor <= 3.8.8 - Unauthenticated Sensitive Information Exposure",Medium,2024-06-10 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4266
CVE-2024-49243,Dynamic Elementor Addons <= 1.0.0 - Authenticated (Contributor+) Local File Inclusion,High,2024-10-14 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-49243
CVE-2025-31850,PDF Generator Addon for Elementor Page Builder <= 2.0.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-04-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-31850
CVE-2023-0691,Metform Elementor Contact Form Builder <= 3.3.1 - Authenticated (Subscriber+) Information Disclosure via mf_last_name shortcode,Medium,2023-06-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0691
CVE-2025-47480,Graphina <= 3.0.4 - Missing Authorization,Medium,2025-05-07 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-47480
CVE-2024-44033,Primary Addon for Elementor <= 1.5.7 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-09-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-44033
CVE-2025-1512,"PowerPack Elementor Addons (Free Widgets, Extensions and Templates) <= 2.9.0 - Authenticated (Contributor+) Stored Cross-Site Scripting",Medium,2025-03-31 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-1512
CVE-2024-32773,Royal Elementor Kit <= 1.0.116 - Cross-Site Request Forgery to Notice Dismissal,Medium,2024-04-22 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-32773
CVE-2025-46258,Element Pack Pro <= 7.21.0 - Missing Authorization,Medium,2025-05-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-46258
CVE-2024-49259,Primary Addon for Elementor <= 1.5.8 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-10-14 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-49259
CVE-2021-24202,Elementor Website Builder <= 3.1.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via header_size,Medium,2021-03-17 00:00:00,https://www.cve.org/CVERecord?id=CVE-2021-24202
CVE-2023-0498,WP Education <= 1.2.6 - Cross-Site Request Forgery to Arbitrary Plugin Activation,Medium,2023-02-28 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0498
CVE-2024-4360,"Element Pack Elementor Addons (Header Footer, Template Library, Dynamic Grid & Carousel, Remote Arrows) <= 5.7.6 - Authenticated (Contributor+) Stored Cross-Site Scripting via title_tag",Medium,2024-08-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-4360
CVE-2021-24267,All-in-One Addons for Elementor - WidgetKit <= 2.3.9 - Contributor+ Stored Cross-Site Scripting,Medium,2021-04-13 00:00:00,https://www.cve.org/CVERecord?id=CVE-2021-24267
CVE-2025-31875,FancyPost <= 6.0.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-04-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-31875
CVE-2025-50038,Anant Addons for Elementor <= 1.2.0 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-06-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-50038
CVE-2024-4275,"Essential Addons for Elementor – Best Elementor Templates, Widgets, Kits & WooCommerce Builders <= 5.9.19 - Authenticated (Contributor+) Stored Cross-Site Scripting via 'Interactive Circles'",Medium,2024-05-09 19:28:58,https://www.cve.org/CVERecord?id=CVE-2024-4275
CVE-2024-5502,Piotnet Addons For Elementor <= 2.4.30 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widgets,Medium,2024-08-22 19:57:38,https://www.cve.org/CVERecord?id=CVE-2024-5502
CVE-2024-38686,"FancyPost – Best Ultimate Post Block, Post Grid, Layouts, Carousel, Slider For Gutenberg & Elementor <= 5.3.1 - Authenticated (Author+) Stored Cross-Site Scripting",Medium,2024-07-10 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-38686
CVE-2024-43291,Void Contact Form 7 Widget For Elementor Page Builder <= 2.4.1 - Authenticated (Author+) Stored Cross-Site Scripting,Medium,2024-08-16 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-43291
CVE-2025-30948,Layouts for Elementor <= 1.11 - Cross-Site Request Forgery,Medium,2025-06-05 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-30948
CVE-2024-0824,Exclusive Addons for Elementor <= 2.6.8 - Authenticated (Contributor+) Stored Cross-Site Scripting via Link Anything,Medium,2024-01-26 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0824
CVE-2023-2189,"Elementor Addons, Widgets and Enhancements – Stax <= 1.4.3 - Missing Authorization in toggle_widget",Medium,2023-06-08 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-2189
CVE-2025-30925,The Pack Elementor addons <= 2.1.1 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2025-03-27 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-30925
CVE-2024-30185,Element Pack Elementor Addons <= 5.5.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via link,Medium,2024-03-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-30185
CVE-2024-10850,Razorpay Payment Button for Elementor <= 1.2.5 - Reflected Cross-Site Scripting,Medium,2024-11-12 13:21:48,https://www.cve.org/CVERecord?id=CVE-2024-10850
CVE-2023-0034,JetWidgets For Elementor <= 1.0.13 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2023-01-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-0034
CVE-2025-32269,"WP Zendesk for Contact Form 7, WPForms, Elementor, Formidable and Ninja Forms <= 1.1.3 - Cross-Site Request Forgery",Medium,2025-04-04 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-32269
CVE-2025-24725,Thim Elementor Kit <= 1.2.8 - Missing Authorization,Medium,2025-01-24 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-24725
CVE-2023-52214,Void Contact Form 7 Widget For Elementor Page Builder <= 2.3 - Missing Authorization,Medium,2024-01-03 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-52214
CVE-2025-53339,Devnex Addons For Elementor <= 1.0.9 - Authenticated (Contributor+) Local File Inclusion,High,2025-06-27 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-53339
CVE-2024-3650,ElementsKit Elementor addons 3.0.7 - 3.1.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via Image Accordion Widget,Medium,2024-04-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-3650
CVE-2023-34012,Premium Addons PRO <= 2.8.24 - Reflected Cross-Site Scripting,Medium,2023-06-02 00:00:00,https://www.cve.org/CVERecord?id=CVE-2023-34012
CVE-2022-45371,ShopEngine <= 4.1.1 - Cross-Site Request Forgery via get_product,Medium,2023-04-19 00:00:00,https://www.cve.org/CVERecord?id=CVE-2022-45371
CVE-2024-8494,Elementor Website Builder Pro – More than Just a Page Builder <= 3.25.10 - Authenticated (Contributor+) Sensitive Information Exposure via Shortcode,Medium,2025-01-29 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-8494
CVE-2024-9868,"Element Pack Elementor Addons (Header Footer, Template Library, Dynamic Grid & Carousel, Remote Arrows) <= 5.10.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via Age Gate",Medium,2024-11-01 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-9868
CVE-2024-0334,Jeg Elementor Kit <= 2.6.4 - Authenticated (Contributor+) Cross-Site Scripting via Elementor Widget URL Custom Attributes,Medium,2024-04-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-0334
CVE-2025-8401,HT Mega – Absolute Addons For Elementor <= 2.9.1 - Authenticated (Author+) Sensitive Information Exposure,Medium,2025-07-30 00:00:00,https://www.cve.org/CVERecord?id=CVE-2025-8401
CVE-2024-29913,Tutor LMS Elementor Addons <= 2.1.3 - Authenticated (Contributor+) Stored Cross-Site Scripting,Medium,2024-03-25 00:00:00,https://www.cve.org/CVERecord?id=CVE-2024-29913
