"keyword","vuln_id","cve","title","description","severity","cvss_score","published","cve_link","software_name","software_slug"
"elementor","719de6e5-29c5-4303-981d-81840939a0b1","CVE-2024-10696","UltraAddons – Elementor Addons (Header Footer Builder  Custom Font  Custom CSS Woo Widget  Menu Builder  Anywhere Elementor Shortcode) <= 1.1.8 - Insecure Direct Object Reference to Sensitive Information Exposure via UA_Template Shortcode","The UltraAddons – Elementor Addons (Header Footer Builder  Custom Font  Custom CSS Woo Widget  Menu Builder  Anywhere Elementor Shortcode) plugin for WordPress is vulnerable to Insecure Direct Object Reference in all versions up to  and including  1.1.8 via the show_template due to missing validation on a user controlled key. This makes it possible for authenticated attackers  with Contributor-level access and above  to expose the contents of draft  private  and pending posts.","Medium","4.3","2024-11-20 13:40:21","https://www.cve.org/CVERecord?id=CVE-2024-10696","UltraAddons – Elementor Addons (Header Footer Builder  Custom Font  Custom CSS Woo Widget  Menu Builder  Anywhere Elementor Shortcode)","ultraaddons-elementor-lite"
"elementor","71d8a8cf-4653-4515-95ce-8d71697e189c","CVE-2024-6575","The Plus Addons for Elementor <= 5.6.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via TP Page Scroll Widget","The The Plus Addons for Elementor – Elementor Addons  Page Templates  Widgets  Mega Menu  WooCommerce plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘res_width_value’ parameter within the plugin's tp_page_scroll widget in all versions up to  and including  5.6.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-08-19 14:59:59","https://www.cve.org/CVERecord?id=CVE-2024-6575","The Plus Addons for Elementor – Elementor Addons  Page Templates  Widgets  Mega Menu  WooCommerce","the-plus-addons-for-elementor-page-builder"
"elementor","71e2db7c-53a7-4b17-b00a-ce71a00bf546","CVE-2020-13125","Ultimate Addons for Elementor <= 1.24.1 - Registration Bypass","An issue was discovered in the 'Ultimate Addons for Elementor' plugin before 1.24.2 for WordPress  as exploited in the wild in May 2020 in conjunction with CVE-2020-13126. Unauthenticated attackers can create users with the Subscriber role even if registration is disabled.","High","7.2","2020-05-06 00:00:00","https://www.cve.org/CVERecord?id=CVE-2020-13125","Ultimate Addons for Elementor","ultimate-elementor"
"elementor","71f78fef-50f6-49d5-94f6-6d0cf1b8f536","CVE-2024-10980","Element Pack Elementor Addons (Header Footer  Template Library  Dynamic Grid  Carousel and Remote Arrows) <= 5.10.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via 'Cookie Consent'","The Element Pack Elementor Addons (Header Footer  Template Library  Dynamic Grid  Carousel and Remote Arrows) plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Cookie Consent block in all versions up to  and including  5.10.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-11-14 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-10980","Element Pack Addons for Elementor – Mega Menu  Header Footer  Dynamic Builder and Ready Templates","bdthemes-element-pack-lite"
"elementor","722d3fe4-8eb3-451c-9efd-c7daa4a4899f","CVE-2025-30868","Team Manager <= 2.1.23 - Authenticated (Contributor+) Local File Inclusion","The Team Manager plugin for WordPress is vulnerable to Local File Inclusion in versions up to  and including  2.1.23. This makes it possible for authenticated attackers  with contributor-level access and above  to include and execute arbitrary files on the server  allowing the execution of any PHP code in those files. This can be used to bypass access controls  obtain sensitive data  or achieve code execution in cases where images and other “safe” file types can be uploaded and included.","High","8.8","2025-03-27 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-30868","Team Manager – Team Member Showcase with grid  slider  table  Elementor widget & shortcode","wp-team-manager"
"elementor","7242d808-9c33-4b3f-bda6-b4b72ca37de9","CVE-2024-2650","Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders <= 5.9.11 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the alignment parameter in the Woo Product Carousel widget in all versions up to  and including  5.9.10 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor access or higher  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-03-25 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-2650","Essential Addons for Elementor – Popular Elementor Templates & Widgets","essential-addons-for-elementor-lite"
"elementor","72662a59-f41c-4df7-aa04-7243ff43c48d","CVE-2024-4695","Move Addons for Elementor <= 1.3.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via Multiple Widgets","The Move Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via multiple widgets in all versions up to  and including  1.3.1 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-20 20:45:06","https://www.cve.org/CVERecord?id=CVE-2024-4695","Move Addons for Elementor","move-addons"
"elementor","72c04de6-78d2-4a45-834a-01ed879b528f","N/A","Visibility Logic for Elementor <= 2.3.4 - Missing Authorization via admin_post 'toggle_option'","The Visibility Logic for Elementor plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'toggle_option' admin_post function in versions up to  and including  2.3.4. This makes it possible for authenticated attackers to modify the plugin's settings.","Medium","4.3","2023-07-05 00:00:00","","Visibility Logic for Elementor","visibility-logic-elementor"
"elementor","72c2a5d4-f201-4cc8-ac49-cde1160ca468","CVE-2024-5006","Boostify Header Footer Builder for Elementor <= 1.3.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via size Parameter","The Boostify Header Footer Builder for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘size’ parameter in all versions up to  and including  1.3.2 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-06-04 18:59:20","https://www.cve.org/CVERecord?id=CVE-2024-5006","Boostify Header Footer Builder for Elementor","boostify-header-footer-builder"
"elementor","7317ecf5-d43d-4080-ad2a-7644764dd41e","CVE-2024-8902","Elementor Addon Elements <= 1.13.8 - Authenticated (Contributor+) Sensitive Information Exposure via table_saved_sections","The Elementor Addon Elements plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to  and including  1.13.8 via the render_column function in modules/data-table/widgets/data-table.php. This makes it possible for authenticated attackers  with Contributor-level access and above  to extract sensitive private  pending  and draft template data.","Medium","4.3","2024-10-11 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-8902","Elementor Addon Elements","addon-elements-for-elementor-page-builder"
"elementor","733f5ded-e8cb-4895-b938-889cea32f027","CVE-2024-2923","Magical Addons For Elementor ( Header Footer Builder  Free Elementor Widgets  Elementor Templates Library ) <= 1.1.37 - Authenticated (Contributor+) Stored Cross-Site Scripting via Text Effect Widget","The Magical Addons For Elementor ( Header Footer Builder  Free Elementor Widgets  Elementor Templates Library ) plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's text effect widget in all versions up to  and including  1.1.37 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-06 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-2923","Magical Addons For Elementor ( Header Footer Builder  Free Elementor Widgets  Elementor Templates Library )","magical-addons-for-elementor"
"elementor","73ad8840-b60f-4a92-b1c9-0996f78ab6b4","CVE-2024-10782","Theme Builder For Elementor <= 1.2.2 - Authenticated (Contributor+) Post Disclosure","The Theme Builder For Elementor plugin for WordPress is vulnerable to Information Exposure in all versions up to  and including  1.2.2 via the 'elementor-template' shortcode due to insufficient restrictions on which posts can be included. This makes it possible for authenticated attackers  with Contributor-level access and above  to extract data from private or draft posts created by Elementor that they should not have access to.","Medium","4.3","2024-11-20 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-10782","Theme Builder For Elementor","theme-builder-for-elementor"
"elementor","73ca6a08-b01f-4df6-89ab-32b917c92236","CVE-2024-32956","RomethemeKit For Elementor <= 1.4.1 - Authenticated (Contributor+) Stored Cross-Site Scripting","The RomethemeKit For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in all versions up to  and including  1.4.1 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-22 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-32956","RTMKit Addons for Elementor","rometheme-for-elementor"
"elementor","73e4ec2f-f4e1-469d-a4b7-5a10d44b7a2f","CVE-2024-2788","Happy Addons for Elementor <= 3.10.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Post Title HTML Tag","The Happy Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Post Title HTML Tag in all versions up to  and including  3.10.4 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. CVE-2024-32698 is likely a duplicate of this issue.","Medium","6.4","2024-04-04 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-2788","Happy Addons for Elementor","happy-elementor-addons"
"elementor","74f59ee0-19dd-4cc9-ab24-22f26d71d248","CVE-2024-5060","LottieFiles – JSON Based Animation Lottie & Bodymovin for Elementor <= 1.10.9 - Authenticated (Contributor+) Stored Cross-Site Scripting","The LottieFiles – JSON Based Animation Lottie & Bodymovin for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in all versions up to  and including  1.10.9 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-23 18:30:59","https://www.cve.org/CVERecord?id=CVE-2024-5060","LottieFiles – JSON Based Animation Lottie & Bodymovin for Elementor","include-lottie-animation-for-elementor"
"elementor","75b09cf8-cfe4-4a8a-838c-e4b1cedf5d5a","CVE-2024-38681","Magical Addons For Elementor <= 1.1.41 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Magical Addons For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.1.41 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-07-10 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-38681","Magical Addons For Elementor ( Header Footer Builder  Free Elementor Widgets  Elementor Templates Library )","magical-addons-for-elementor"
"elementor","75c5602c-1369-43e4-8010-4a3dfa9bef1f","CVE-2024-54316","Restaurant & Cafe Addon for Elementor <= 1.5.8 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Restaurant & Cafe Addon for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.5.8 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-12-11 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-54316","Restaurant & Cafe Addon for Elementor","restaurant-cafe-addon-for-elementor"
"elementor","75c5d4e6-9ef3-4b12-9ee9-67121dbb0fcd","CVE-2024-8516","Themesflat Addons For Elementor <= 2.2.1 - Authenticated (Contributor+) Information Exposure","The Themesflat Addons For Elementor plugin for WordPress is vulnerable to Information Exposure in all versions up to  and including  2.2.1 via the render() function. This makes it possible for authenticated attackers  with Contributor-level access and above  to extract limited post information from draft and future scheduled posts.","Medium","4.3","2024-09-24 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-8516","Themesflat Addons For Elementor","themesflat-addons-for-elementor"
"elementor","75d5366e-2908-4b8d-9ee2-1f11e483add1","CVE-2021-24258","Elements Kit Lite/Pro <= 2.1.7 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Elements Kit Lite and Elements Kit Pro WordPress Plugins before 2.2.0 have a number of widgets that are vulnerable to stored Cross-Site Scripting (XSS) by lower-privileged users such as contributors  all via a similar method.","Medium","5.4","2021-04-13 00:00:00","https://www.cve.org/CVERecord?id=CVE-2021-24258","ElementsKit Elementor Addons and Templates","elementskit-lite"
"elementor","75da181d-3162-448f-afb8-dc05748184f6","CVE-2024-30177","Exclusive Addons Elementor <= 2.6.8 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Exclusive Addons Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  2.6.8 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-03-25 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-30177","Exclusive Addons for Elementor","exclusive-addons-for-elementor"
"elementor","7683a91d-8c16-481e-a300-590ac378890a","CVE-2024-30186","Prime Slider – Addons For Elementor <= 3.13.1 - Authenticated (Contributor+) Stored Cross-Site Scripting via title","The Prime Slider – Addons For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the title tag in versions up to  and including  3.13.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. Note: this appear to be a duplicate of CVE-2024-1506","Medium","6.4","2024-03-25 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-30186","Prime Slider – Addons For Elementor (Revolution of a slider  Hero Slider  Post Slider and Ecommerce Slider)","bdthemes-prime-slider-lite"
"elementor","76b987f1-2524-498a-a02c-a3ca390026e1","CVE-2024-3489","Exclusive Addons for Elementor <= 2.6.9.4 - Authenticated (Contributor+) Stored Cross-Site Scripting via Countdown Expired Title","The Exclusive Addons for Elementor plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the Countdown Expired Title in all versions up to  and including  2.6.9.4 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.","Medium","6.4","2024-04-22 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-3489","Exclusive Addons for Elementor","exclusive-addons-for-elementor"
"elementor","76c292dc-e9da-4256-82df-58ac5def4771","CVE-2024-8742","Essential Addons for Elementor <= 6.0.3 - Authenticated (Contributor+) Stored Cross-Site Scripting via Filterable Gallery Widget","The Essential Addons for Elementor – Best Elementor Addon  Templates  Widgets  Kits & WooCommerce Builders plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Filterable Gallery widget in all versions up to  and including  6.0.3 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-09-12 17:39:27","https://www.cve.org/CVERecord?id=CVE-2024-8742","Essential Addons for Elementor – Popular Elementor Templates & Widgets","essential-addons-for-elementor-lite"
"elementor","76ff305f-dc92-44ec-90bb-b504ed9b930e","CVE-2024-13862","S3Bubble Media Streaming <= 8.0 - Reflected Cross-Site Scripting","The S3Bubble Media Streaming (AWS|Elementor|YouTube|Vimeo Functionality) plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the 'code' parameter in all versions up to  and including  8.0 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.","Medium","6.1","2025-02-18 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-13862","S3Bubble Media Streaming (AWS|Elementor|YouTube|Vimeo Functionality)","s3bubble-amazon-web-services-oembed-media-streaming-support"
"elementor","7707ca04-e136-4d4b-869b-cd270359991e","CVE-2021-24266","The Plus Addons for Elementor Page Builder Lite < 2.0.6 - Authenticated Stored Cross-Site Scripting","The “The Plus Addons for Elementor Page Builder Lite” WordPress Plugin before 2.0.6 has four widgets that are vulnerable to stored Cross-Site Scripting (XSS) by lower-privileged users such as contributors  all via a similar method.","Medium","5.4","2021-04-13 00:00:00","https://www.cve.org/CVERecord?id=CVE-2021-24266","The Plus Addons for Elementor – Elementor Addons  Page Templates  Widgets  Mega Menu  WooCommerce","the-plus-addons-for-elementor-page-builder"
"elementor","7773fd3a-2417-415e-97b0-735e99e62097","CVE-2024-10325","Elementor Header & Footer Builder <= 1.6.45 - Authenticated (Author+) Stored Cross-Site Scripting via SVG File Upload","The Elementor Header & Footer Builder plugin for WordPress is vulnerable to Stored Cross-Site Scripting via REST API SVG File uploads in all versions up to  and including  1.6.45 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with Author-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses the SVG file.","Medium","6.4","2024-11-07 23:08:13","https://www.cve.org/CVERecord?id=CVE-2024-10325","Ultimate Addons for Elementor (Formerly Elementor Header & Footer Builder)","header-footer-elementor"
"elementor","77a85024-33ff-4056-89f6-991182d71b80","CVE-2023-52150","Dynamic Content for Elementor < 2.12.5 - Cross-Site Request Forgery","The Dynamic Content for Elementor plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to 2.12.5. This is due to missing or incorrect nonce validation on an unknown function. This makes it possible for unauthenticated attackers to perform an unauthorized action via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.","Medium","4.3","2023-12-28 00:00:00","https://www.cve.org/CVERecord?id=CVE-2023-52150","Dynamic Content for Elementor","dynamic-content-for-elementor"
"elementor","782fcee6-0892-4454-be1f-384df653fb6e","CVE-2025-30812","SKT Addons for Elementor <= 3.5 - Authenticated (Contributor+) Stored Cross-Site Scripting","The SKT Addons for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  3.5 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-03-27 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-30812","SKT Addons for Elementor","skt-addons-for-elementor"
"elementor","7834c0be-3051-4d97-928e-cf5295c93463","CVE-2024-12457","Chat Support for Viber – Chat Bubble and Chat Button for Gutenberg  Elementor and Shortcode <= 1.7.3 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Chat Support for Viber – Chat Bubble and Chat Button for Gutenberg  Elementor and Shortcode plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'vchat' shortcode in all versions up to  and including  1.7.3 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-01-06 16:15:05","https://www.cve.org/CVERecord?id=CVE-2024-12457","Chat Support for Viber – Chat Bubble and Chat Button for Gutenberg  Elementor and Shortcode","chat-viber"
"elementor","7891b657-a6bc-40e8-bf43-02b4c05d63a9","CVE-2024-47629","Ultimate Store Kit Elementor Addons <= 2.0.5 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Ultimate Store Kit Elementor Addons plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  2.0.5 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-09-30 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-47629","Ultimate Store Kit – Elementor powered WooCommerce Builder  80+ Widgets and Template Builder","ultimate-store-kit"
"elementor","78a5b2ab-4735-41b9-8807-8f98586cd3d7","CVE-2024-43932","The Plus Addons for Elementor Page Builder Lite <= 5.6.2 - Missing Authorization","The The Plus Addons for Elementor Page Builder Lite plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check in the /includes/plus-options/extension/cmb2-field-ajax-search.php file in versions up to  and including  5.6.2. This makes it possible for authenticated attackers  with subscriber-level access and above  to search for details they shouldn't have access to.","Medium","4.3","2024-08-26 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-43932","The Plus Addons for Elementor – Elementor Addons  Page Templates  Widgets  Mega Menu  WooCommerce","the-plus-addons-for-elementor-page-builder"
"elementor","78b24567-c185-4bef-b025-016b091be2e4","CVE-2024-3988","Sina Extension for Elementor (Slider  Gallery  Form  Modal  Data Table  Tab  Particle  Free Elementor Widgets & Elementor Templates) <= 3.5.2 - Authenticated (Contributor+) Stored Cross-Site Scripting via Sina Fancy Text Widget","The Sina Extension for Elementor (Slider  Gallery  Form  Modal  Data Table  Tab  Particle  Free Elementor Widgets & Elementor Templates) plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Sina Fancy Text Widget in all versions up to  and including  3.5.2 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-04-24 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-3988","Sina Extension for Elementor (Header Builder  Footer Builter  Theme Builder  Slider  Gallery  Form  Modal  Data Table Free Elementor Widgets & Elementor Templates)","sina-extension-for-elementor"
"elementor","78c6b9c0-c503-4486-8102-92dbd34ad9c9","CVE-2025-22500","Alpha Price Table For Elementor <= 1.0.8 - Authenticated (Contributor+) Stored Cross-Site Scripting","The Alpha Price Table For Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.0.8 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2025-01-07 00:00:00","https://www.cve.org/CVERecord?id=CVE-2025-22500","Alpha Price Table For Elementor","alpha-price-table-for-elementor"
"elementor","78d8ddc9-69ad-4d69-ac23-5a31dfeafd54","CVE-2024-3190","Unlimited Elements For Elementor (Free Widgets  Addons  Templates) <= 1.5.107 - Authenticated (Contributor+) Stored Cross-Site Scripting via Text Field","The Unlimited Elements For Elementor (Free Widgets  Addons  Templates) plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's text field widget in all versions up to  and including  1.5.107 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. Please note that this vulnerability is different in that the issue stems from an external template. It appears that older version may also be patched due to this  however  we are choosing 1.5.108 as the patched version since that is the most recent version containing as known patch.","Medium","5.4","2024-05-29 15:02:34","https://www.cve.org/CVERecord?id=CVE-2024-3190","Unlimited Elements For Elementor","unlimited-elements-for-elementor"
"elementor","78e9beef-4d2b-4004-8db7-4963882e405b","CVE-2024-2926","Elementor Addons by Livemesh <= 8.3.7 - Authenticated (Contributor+) Stored Cross-Site Scripting via Various Widgets","The Elementor Addons by Livemesh plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's widgets in all versions up to  and including  8.3.7 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-07-03 14:51:15","https://www.cve.org/CVERecord?id=CVE-2024-2926","Elementor Addons by Livemesh","addons-for-elementor"
"elementor","78f96d7f-aeca-4959-9573-0fb6402de007","CVE-2024-2974","Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders <= 5.9.13 - Unauthenticated Sensitive Information Exposure","The Essential Addons for Elementor – Best Elementor Templates  Widgets  Kits & WooCommerce Builders plugin for WordPress is vulnerable to Sensitive Information Exposure in versions up to  and including  5.9.13 via the load_more function. This can allow unauthenticated attackers to extract sensitive data including private and draft posts.","Medium","5.3","2024-03-29 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-2974","Essential Addons for Elementor – Popular Elementor Templates & Widgets","essential-addons-for-elementor-lite"
"elementor","7a04705d-cd17-4b4b-b04d-de55d6479dab","CVE-2024-1567","Royal Elementor Addons and Templates <= 1.3.94 - Unauthenticated Limited File Upload","The Royal Elementor Addons and Templates plugin for WordPress is vulnerable to limited file uploads due to missing file type validation in the 'file_validity' function in all versions up to  and including  1.3.94. This makes it possible for unauthenticated attackers to upload dangerous file types such as .svgz on the affected site's server which may make cross-site scripting or remote code execution possible.","High","8.2","2024-04-19 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-1567","Royal Elementor Addons and Templates","royal-elementor-addons"
"elementor","7ab3e286-05db-430e-bbe7-bfaa31134c3c","CVE-2024-5092","Elegant Addons for elementor <= 1.0.8 - Authenticated (Contributor+) Stored Cross-Site Scripting via Switcher  Slider  and Iconbox Widgets","The Elegant Addons for elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Switcher  Slider  and Iconbox widgets in all versions up to  and including  1.0.8 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers  with contributor-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-05-21 17:05:13","https://www.cve.org/CVERecord?id=CVE-2024-5092","Elegant Addons for elementor","elegant-addons-for-elementor"
"elementor","7abb5103-7063-4a8d-8ca0-66074954acd5","CVE-2024-43292","Envo's Elementor Templates & Widgets for WooCommerce <= 1.4.16 - Authenticated (Author+) Stored Cross-Site Scripting","The Envo's Elementor Templates & Widgets for WooCommerce plugin for WordPress is vulnerable to Stored Cross-Site Scripting in versions up to  and including  1.4.16 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers  with author-level access and above  to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","Medium","6.4","2024-08-16 00:00:00","https://www.cve.org/CVERecord?id=CVE-2024-43292","Envo's Elementor Templates & Widgets for WooCommerce","envo-elementor-for-woocommerce"
"elementor","7ac68314-c704-4273-addc-4bc623659769","CVE-2024-12062","Charity Addon for Elementor <= 1.3.3 - Authenticated (Contributor+) Post Disclosure","The Charity Addon for Elementor plugin for WordPress is vulnerable to Information Exposure in all versions up to  and including  1.3.3 via the 'nacharity_elementor_template' shortcode due to insufficient restrictions on which posts can be included. This makes it possible for authenticated attackers  with Contributor-level access and above  to extract data from private or draft posts created by Elementor that they should not have access to.","Medium","4.3","2024-12-02 20:46:26","https://www.cve.org/CVERecord?id=CVE-2024-12062","Charity Addon for Elementor","charity-addon-for-elementor"
"elementor","7addc83b-cde5-4f91-b286-70db6f384a9f","CVE-2023-48760","Multiple Plugins by Crocoblock <= (Various Versions) - Missing Authorization to Unauthenticated Unauthorized Action","Multiple plugins by Crocoblock for WordPress are vulnerable to unauthorized access due to a missing capability check on an unknown function in various versions. This makes it possible for unauthenticated attackers to perform an unauthorized action.","High","7.3","2023-11-28 00:00:00","https://www.cve.org/CVERecord?id=CVE-2023-48760","JetThemeCore for Elementor","jet-theme-core"
"elementor","7addc83b-cde5-4f91-b286-70db6f384a9f","CVE-2023-48760","Multiple Plugins by Crocoblock <= (Various Versions) - Missing Authorization to Unauthenticated Unauthorized Action","Multiple plugins by Crocoblock for WordPress are vulnerable to unauthorized access due to a missing capability check on an unknown function in various versions. This makes it possible for unauthenticated attackers to perform an unauthorized action.","High","7.3","2023-11-28 00:00:00","https://www.cve.org/CVERecord?id=CVE-2023-48760","JetBlocks for Elementor","jet-blocks"
